id,Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price
3335,Maruti Swift Dzire,2016,80005,1,PETROL,DL-9C,Automatic,Sedan,655000
3336,Mahindra XUV500,2017,61290,2,DIESEL,KA-03,Automatic,Lux_SUV,1200000
3337,Maruti Alto,2010,34094,2,PETROL,TN-06,Manual,HatchBack,204000
3338,Skoda SLAVIA,2022,60341,2,DIESEL,KA-05,Automatic,Sedan,650650
3339,Renault Kwid,2017,39699,2,PETROL,MH-12,Automatic,HatchBack,312000
3340,Maruti Wagon R 1.0,2015,72393,2,PETROL,TS-10,Manual,HatchBack,370000
3341,Hyundai Elite i20,2020,54317,1,PETROL,GJ-12,Automatic,HatchBack,803000
3342,Skoda Rapid,2012,81645,1,DIESEL,KA-51,Manual,Sedan,438000
3343,Hyundai GRAND I10 NIOS,2019,38857,1,PETROL,MH-12,Automatic,HatchBack,725000
3344,Maruti New Wagon-R,2020,76171,1,CNG,HR-36,Manual,HatchBack,560000
3345,Hyundai Grand i10,2018,56587,2,PETROL,GJ-01,Manual,HatchBack,482000
3346,Tata Tiago,2021,15113,2,PETROL,HR-26,Automatic,HatchBack,614000
3347,Hyundai AURA,2021,45833,2,PETROL,KA-03,Automatic,Sedan,956000
3348,Maruti Swift,2018,38189,2,PETROL,KA-01,Manual,HatchBack,684000
3349,Volkswagen Jetta,2015,32226,2,PETROL,MH-04,Manual,Sedan,827000
3350,Honda Amaze,2019,59511,1,PETROL,MH-43,Manual,Sedan,302000
3351,Hyundai Grand i10,2014,60509,2,PETROL,KA-05,Manual,HatchBack,403000
3352,Maruti Alto K10,2015,60971,1,PETROL,KL-05,Manual,HatchBack,296000
3353,Maruti Wagon R 1.0,2011,29025,2,CNG,MH-12,Manual,HatchBack,281000
3354,Maruti Ertiga,2013,105946,2,PETROL,,Manual,SUV,571000
3355,Hyundai VENUE,2020,30121,1,DIESEL,UP-78,Manual,SUV,919000
3356,Maruti Ciaz,2016,95301,1,DIESEL,CH-01,Manual,Sedan,440000
3357,Maruti Alto,2020,38431,1,PETROL,WB-02,Manual,HatchBack,305000
3358,Hyundai Grand i10,2014,41213,1,PETROL,MH-01,Automatic,HatchBack,374000
3359,Maruti IGNIS,2017,30045,1,CNG,HR-36,Manual,HatchBack,493000
3360,Maruti Swift,2012,70989,1,PETROL,DL-9C,Manual,HatchBack,315000
3361,Honda Jazz,2019,17434,1,PETROL,KA-03,Automatic,HatchBack,784000
3362,Maruti Vitara Brezza,2018,53716,1,DIESEL,TS-09,Automatic,SUV,881000
3363,Maruti Alto 800,2017,23825,2,PETROL,GJ-15,Manual,HatchBack,298000
3364,Maruti Baleno,2018,44491,2,PETROL,HR-26,Automatic,HatchBack,592000
3365,Honda City,2014,85845,1,PETROL,PB-10,Manual,Sedan,649000
3366,Maruti Swift,2015,89183,1,PETROL,TN-13,Manual,HatchBack,481000
3367,Maruti Dzire,2017,52033,2,DIESEL,MH-05,Automatic,Sedan,736000
3368,Maruti Celerio,2021,12364,1,PETROL,KA-04,Automatic,HatchBack,617000
3369,Maruti Swift,2013,69622,1,PETROL,MH-02,Manual,HatchBack,385000
3370,Maruti Celerio,2018,51390,1,CNG,MH-43,Manual,HatchBack,433000
3371,Honda City,2017,31847,1,PETROL,TS-07,Automatic,Sedan,1025000
3372,Renault TRIBER,2019,50027,1,PETROL,TN-05,Manual,SUV,606000
3373,Honda City,2017,30068,1,PETROL,DL-3C,Manual,Sedan,668000
3374,Maruti Alto 800,2016,99026,3,PETROL,WB-06,Manual,HatchBack,207000
3375,Maruti New Wagon-R,2022,7008,1,PETROL,GJ-16,Manual,HatchBack,671000
3376,Maruti Celerio,2019,47671,1,PETROL,GJ-19,Manual,HatchBack,510000
3377,Honda Brio,2013,60993,1,PETROL,AP-09,Manual,HatchBack,359000
3378,Maruti Baleno,2018,78631,1,DIESEL,KA-05,Manual,HatchBack,628000
3379,Maruti Alto,2019,83611,1,PETROL,PB-10,Manual,HatchBack,362000
3380,Maruti IGNIS,2017,107141,1,DIESEL,TN-59,Manual,HatchBack,586000
3381,Hyundai Grand i10,2015,52596,2,PETROL,GJ-01,Manual,HatchBack,468000
3382,Maruti Alto K10,2014,42036,1,PETROL,WB-24,Manual,HatchBack,243000
3383,Maruti S Cross,2020,5647,1,PETROL,PB-08,Manual,SUV,862000
3384,Maruti Wagon R 1.0,2015,60409,1,PETROL,MP-04,Manual,HatchBack,374000
3385,Honda CRV,2015,70654,1,PETROL,MH-02,Automatic,Lux_SUV,917000
3386,Maruti S PRESSO,2021,17455,1,PETROL,GJ-27,Manual,HatchBack,474000
3387,Maruti Ciaz,2017,74557,1,PETROL,RJ-07,Manual,Sedan,674000
3388,KIA SELTOS,2020,21660,1,PETROL,KA-02,Manual,SUV,1208000
3389,Honda City,2014,119769,1,PETROL,,Automatic,Sedan,526000
3390,Hyundai Elite i20,2017,41003,1,PETROL,KA-02,Manual,HatchBack,688000
3391,Tata Tiago,2016,36232,1,PETROL,KA-03,Manual,HatchBack,492000
3392,Maruti Swift Dzire,2015,62441,1,PETROL,DL-4C,Manual,Sedan,411000
3393,Maruti Vitara Brezza,2021,93405,1,PETROL,MH-12,Manual,SUV,815000
3394,Maruti S Cross,2020,2934,1,PETROL,MP-13,Manual,SUV,1023000
3395,Honda Amaze,2020,24667,2,PETROL,UP-52,Manual,Sedan,605000
3396,Toyota Corolla Altis,2018,34339,2,PETROL,WB-06,Automatic,Lux_sedan,1215000
3397,Renault Kwid,2017,39992,2,PETROL,TS-08,Manual,HatchBack,338000
3398,Renault TRIBER,2021,18023,1,PETROL,TS-08,Automatic,SUV,714000
3399,Volkswagen Polo,2011,88120,1,PETROL,DL-7C,Manual,HatchBack,258000
3400,Maruti Celerio,2014,52357,1,PETROL,KA-51,Automatic,HatchBack,414000
3401,Tata TIGOR,2020,33829,1,PETROL,MH-43,Manual,Sedan,362000
3402,KIA SELTOS,2019,54302,1,DIESEL,HR-26,Automatic,SUV,1592000
3403,Maruti Swift Dzire,2017,65798,1,PETROL,DL-8C,Manual,Sedan,503000
3404,Maruti Alto,2019,46731,2,PETROL,GJ-03,Manual,HatchBack,290000
3405,Mahindra TUV300,2018,62707,2,DIESEL,TS-08,Manual,SUV,812000
3406,Hyundai GRAND I10 NIOS,2022,16325,1,CNG,HR-26,Manual,HatchBack,759000
3407,Honda City,2016,83052,2,PETROL,MH-12,Automatic,Sedan,567000
3408,Hyundai Grand i10,2019,33114,1,PETROL,GJ-05,Manual,HatchBack,564000
3409,Hyundai Grand i10,2014,83041,2,PETROL,TN-14,Manual,HatchBack,430000
3410,Hyundai Grand i10,2015,92466,1,PETROL,KA-01,Manual,HatchBack,412000
3411,Maruti Celerio,2017,66656,1,PETROL,TN-11,Manual,HatchBack,464000
3412,Hyundai i10,2015,52673,1,PETROL,WB-20,Manual,HatchBack,276000
3413,Hyundai i10,2012,62273,1,PETROL,HR-26,Manual,HatchBack,253000
3414,Maruti Wagon R 1.0,2018,94153,1,CNG,GJ-01,Manual,HatchBack,424000
3415,Volkswagen Ameo,2016,52858,1,DIESEL,UP-14,Manual,Sedan,876000
3416,Hyundai i10,2016,41023,2,PETROL,RJ-01,Manual,HatchBack,352000
3417,Maruti Wagon R 1.0,2012,56495,2,PETROL,MP-04,Manual,HatchBack,254000
3418,Hyundai Eon,2012,10545,1,PETROL,KA-01,Manual,HatchBack,269000
3419,Maruti Alto K10,2013,78187,1,PETROL,KL-08,Manual,HatchBack,226000
3420,Hyundai Elite i20,2016,70040,2,DIESEL,GJ-19,Manual,HatchBack,593000
3421,Hyundai Xcent,2017,43185,1,PETROL,UP-16,Manual,Sedan,594800
3422,Honda Amaze,2020,72038,1,PETROL,DL-14,Manual,Sedan,654000
3423,Maruti Swift,2021,11210,1,PETROL,DL-2C,Manual,HatchBack,648000
3424,Maruti Baleno,2015,55183,1,PETROL,TN-07,Manual,HatchBack,567000
3425,Mahindra TUV300,2018,60466,2,DIESEL,TN-14,Manual,SUV,775000
3426,Maruti Ertiga,2015,31208,1,PETROL,KA-01,Manual,SUV,794000
3427,Hyundai Verna,2012,80132,2,DIESEL,TS-01,Manual,Sedan,450000
3428,Maruti Swift Dzire,2014,49089,1,PETROL,DL-10,Manual,Sedan,796000
3429,Renault Kwid,2018,57700,2,PETROL,GJ-01,Manual,HatchBack,338000
3430,Hyundai Grand i10,2016,39699,1,PETROL,WB-02,Manual,HatchBack,401000
3431,Hyundai Eon,2016,30021,1,PETROL,TN-42,Manual,HatchBack,288350
3432,Nissan Micra,2014,64081,1,PETROL,MH-11,Automatic,HatchBack,346000
3433,Hyundai i10,2014,36861,1,PETROL,GJ-01,Manual,HatchBack,324000
3434,Renault TRIBER,2019,62391,1,PETROL,HR-13,Manual,SUV,462000
3435,Honda Amaze,2018,56997,2,PETROL,TN-03,Manual,Sedan,552000
3436,Hyundai Elite i20,2016,87062,1,PETROL,WB-02,Manual,HatchBack,451000
3437,Maruti Baleno,2015,84473,3,DIESEL,KA-20,Manual,HatchBack,592000
3438,Maruti XL6,2021,44462,2,PETROL,TS-09,Automatic,SUV,1217000
3439,Skoda Rapid,2018,44934,3,PETROL,RJ-45,Manual,Sedan,466000
3440,Maruti IGNIS,2017,47470,1,PETROL,KA-03,Manual,HatchBack,502000
3441,Toyota URBAN CRUISER,2021,48655,1,PETROL,KA-47,Manual,SUV,924000
3442,Maruti IGNIS,2017,13907,1,PETROL,MH-12,Automatic,HatchBack,581000
3443,Hyundai i10,2010,80897,1,PETROL,MP-09,Manual,HatchBack,252000
3444,Maruti IGNIS,2018,43453,1,PETROL,PB-91,Automatic,HatchBack,463000
3445,Maruti Swift,2018,81889,1,DIESEL,UP-14,Manual,HatchBack,590000
3446,Hyundai Verna,2018,46551,1,DIESEL,KL-41,Manual,Sedan,883000
3447,Maruti Swift,2019,28793,1,PETROL,UP-15,Manual,HatchBack,542000
3448,Hyundai Grand i10,2018,71156,1,DIESEL,MH-48,Manual,HatchBack,491000
3449,Volkswagen Polo,2013,82867,2,PETROL,TN-69,Manual,HatchBack,395000
3450,Honda City,2019,63551,1,PETROL,DL-3C,Automatic,Sedan,902000
3451,Hyundai Elite i20,2018,78662,1,CNG,HR-36,Manual,HatchBack,574000
3452,Maruti Celerio,2016,86469,1,PETROL,MH-14,Manual,HatchBack,455000
3453,Honda Amaze,2016,96733,1,DIESEL,TN-87,Automatic,Sedan,1019000
3454,Maruti Swift,2018,67028,1,DIESEL,TN-06,Automatic,HatchBack,677000
3455,Hyundai Grand i10,2013,107737,2,PETROL,,Manual,HatchBack,348000
3456,Hyundai VENUE,2021,11584,1,PETROL,CH-01,Manual,SUV,799000
3457,Maruti Baleno,2021,14485,1,PETROL,BR-01,Manual,HatchBack,783000
3458,Hyundai Elite i20,2018,91355,1,DIESEL,WB-24,Manual,HatchBack,515000
3459,Ford Ecosport,2018,61873,1,DIESEL,TS-08,Manual,SUV,881000
3460,Hyundai i10,2013,68087,1,CNG,DL-8C,Manual,HatchBack,257000
3461,Maruti Celerio,2015,94224,2,PETROL,KA-51,Automatic,HatchBack,372000
3462,Maruti Vitara Brezza,2016,91429,2,DIESEL,HR-26,Manual,SUV,643000
3463,Maruti Vitara Brezza,2017,45733,1,DIESEL,UP-78,Manual,SUV,735000
3464,Renault Kwid,2021,4730,1,PETROL,MH-12,Manual,HatchBack,499000
3465,Hyundai i20 Active,2018,44266,2,DIESEL,HR-26,Manual,HatchBack,744000
3466,Hyundai NEW SANTRO,2018,50669,1,CNG,MH-03,Manual,HatchBack,541000
3467,Hyundai i10,2016,79917,1,PETROL,KA-05,Manual,HatchBack,384000
3468,Maruti Celerio,2017,26616,1,PETROL,KA-41,Manual,HatchBack,450000
3469,Honda CRV,2015,60268,2,PETROL,MH-02,Automatic,Lux_SUV,788000
3470,Maruti Wagon R 1.0,2016,77235,2,CNG,MH-47,Manual,HatchBack,361000
3471,Maruti New Wagon-R,2021,36892,1,CNG,BR-01,Manual,HatchBack,619000
3472,Renault Kwid,2018,30412,2,PETROL,GJ-05,Manual,HatchBack,375000
3473,Renault Kwid,2016,44487,2,PETROL,KA-53,Manual,HatchBack,303000
3474,Maruti Wagon R 1.0,2012,80714,1,PETROL,KL-07,Manual,HatchBack,255000
3475,Maruti Celerio X,2019,73227,2,PETROL,TS-08,Manual,HatchBack,493000
3476,Maruti IGNIS,2018,35050,1,PETROL,KA-19,Manual,HatchBack,508000
3477,Maruti Vitara Brezza,2019,61307,1,DIESEL,HR-30,Manual,SUV,789000
3478,Honda City,2015,94947,1,PETROL,KA-03,Automatic,Sedan,649000
3479,Honda Amaze,2016,72477,2,PETROL,BR-01,Manual,Sedan,369000
3480,Tata Tiago,2021,43559,1,PETROL,TS-07,Manual,HatchBack,572000
3481,Maruti New Wagon-R,2021,31819,1,CNG,DL-2C,Manual,HatchBack,641000
3482,Honda Jazz,2011,57758,1,PETROL,MH-02,Manual,HatchBack,237000
3483,Tata Tiago,2019,81827,1,PETROL,UP-13,Automatic,HatchBack,507000
3484,Tata ALTROZ,2020,32510,2,PETROL,UP-32,Manual,HatchBack,651000
3485,Hyundai NEW I20,2021,34160,1,PETROL,TS-09,Automatic,HatchBack,1006000
3486,Maruti Wagon R 1.0,2012,36846,1,PETROL,TN-10,Manual,HatchBack,325000
3487,Hyundai NEW SANTRO,2020,30820,1,CNG,MH-12,Manual,HatchBack,549000
3488,Maruti Celerio,2018,32876,1,CNG,HR-85,Manual,HatchBack,433000
3489,Hyundai Elite i20,2018,30206,1,PETROL,HR-36,Manual,HatchBack,671000
3490,Maruti Swift,2021,48628,1,PETROL,KA-05,Manual,HatchBack,718000
3491,Datsun Redi Go,2016,61126,1,PETROL,TN-01,Manual,HatchBack,270000
3492,Maruti Wagon R 1.0,2010,87820,1,PETROL,KA-05,Manual,HatchBack,267000
3493,Maruti Wagon R 1.0,2018,33443,1,PETROL,HR-51,Manual,HatchBack,418000
3494,Mahindra XUV500,2014,99432,1,DIESEL,RJ-14,Manual,Lux_SUV,593000
3495,Maruti Ciaz,2020,89411,1,PETROL,KA-51,Automatic,Sedan,563000
3496,Hyundai Santro Xing,2013,61308,1,PETROL,HR-51,Manual,HatchBack,219000
3497,Maruti Celerio,2016,100882,1,CNG,MH-01,Manual,HatchBack,388000
3498,Maruti Alto,2011,66153,1,PETROL,MH-12,Manual,HatchBack,170000
3499,Maruti Wagon R 1.0,2017,66092,1,CNG,MH-47,Manual,HatchBack,447000
3500,Maruti Baleno,2019,69125,1,PETROL,WB-10,Manual,HatchBack,629000
3501,Maruti Swift,2015,33431,1,PETROL,DL-3C,Manual,HatchBack,379000
3502,Toyota Corolla Altis,2011,82699,2,PETROL,HR-26,Manual,Lux_sedan,366000
3503,Tata NEXON,2018,35226,2,PETROL,TS-08,Automatic,SUV,873000
3504,Hyundai i20,2011,88392,2,PETROL,GJ-06,Manual,HatchBack,272000
3505,Renault Kwid,2022,5943,1,PETROL,DL-14,Manual,HatchBack,504000
3506,Honda City,2016,95554,1,PETROL,MH-12,Manual,Sedan,622800
3507,Maruti Wagon R 1.0,2016,49124,2,PETROL,TN-07,Manual,HatchBack,474000
3508,Hyundai Verna,2017,59476,2,PETROL,MH-03,Manual,Sedan,778000
3509,Maruti Baleno,2021,15844,1,PETROL,GJ-03,Manual,HatchBack,743000
3510,Hyundai Eon,2014,73034,3,PETROL,KA-03,Manual,HatchBack,254000
3511,Maruti Baleno,2017,20275,1,PETROL,DL-8C,Manual,HatchBack,493000
3512,Maruti Ciaz,2016,45173,3,PETROL,MH-12,Manual,Sedan,577000
3513,Honda City,2020,114247,2,DIESEL,MH-04,Automatic,Sedan,616000
3514,Maruti Alto,2020,71071,1,PETROL,TS-15,Manual,HatchBack,364000
3515,Ford Figo Aspire,2020,15072,2,PETROL,HR-26,Manual,Sedan,642000
3516,Honda City,2015,35024,1,PETROL,DL-4C,Automatic,Sedan,736000
3517,Hyundai Grand i10,2018,46003,1,PETROL,GJ-03,Manual,HatchBack,514000
3518,Maruti Alto,2019,27896,1,PETROL,DL-8C,Manual,HatchBack,338000
3519,Maruti Ritz,2010,78242,1,PETROL,KA-51,Manual,HatchBack,311000
3520,Maruti Vitara Brezza,2020,14546,1,PETROL,MH-04,Manual,SUV,920350
3521,Hyundai AURA,2021,20183,1,PETROL,DL-9C,Manual,Sedan,664000
3522,Hyundai Elite i20,2018,33483,2,PETROL,TN-14,Manual,HatchBack,673000
3523,Maruti Alto 800,2017,52052,2,PETROL,TS-15,Manual,HatchBack,296000
3524,Maruti Baleno,2017,34799,1,DIESEL,KA-04,Manual,HatchBack,700000
3525,Maruti Ritz,2014,38170,1,DIESEL,KA-05,Manual,HatchBack,452000
3526,Datsun Redi Go,2019,23072,1,PETROL,TN-06,Manual,HatchBack,326000
3527,Hyundai Grand i10,2018,40235,2,PETROL,TS-07,Manual,HatchBack,535000
3528,Maruti Alto,2010,90671,1,PETROL,TN-22,Manual,HatchBack,197000
3529,Hyundai Verna,2018,45621,1,PETROL,KA-03,Manual,Sedan,820000
3530,Hyundai Grand i10,2016,72842,1,PETROL,RJ-14,Automatic,HatchBack,428650
3531,Hyundai Grand i10,2017,27169,1,PETROL,GJ-01,Manual,HatchBack,486000
3532,Hyundai Elite i20,2016,91660,1,PETROL,KA-01,Manual,HatchBack,641000
3533,Hyundai Eon,2015,75022,2,PETROL,KL-47,Manual,HatchBack,202000
3534,Renault Kwid,2021,26757,1,PETROL,GJ-01,Manual,HatchBack,446000
3535,Maruti Swift,2015,80025,2,PETROL,DL-1C,Manual,HatchBack,387000
3536,Renault Kiger,2021,36390,1,PETROL,TN-23,Manual,HatchBack,889000
3537,Honda Amaze,2014,69762,3,PETROL,KA-04,Manual,Sedan,400000
3538,Maruti Ciaz,2015,29214,3,PETROL,MH-12,Automatic,Sedan,574000
3539,Maruti New Wagon-R,2021,28647,1,CNG,KA-50,Manual,HatchBack,585000
3540,Maruti Alto,2019,17941,2,PETROL,BR-06,Manual,HatchBack,334000
3541,Mahindra XUV500,2020,24488,1,DIESEL,KA-04,Automatic,Lux_SUV,1934000
3542,Maruti Baleno,2017,84422,1,PETROL,KA-53,Manual,HatchBack,520000
3543,Maruti Baleno,2017,28802,1,PETROL,KA-01,Manual,HatchBack,701000
3544,KIA SELTOS,2019,78396,1,PETROL,TS-15,Automatic,SUV,1294000
3545,Mahindra KUV 100 NXT,2017,28059,2,PETROL,WB-26,Manual,SUV,423000
3546,Maruti Vitara Brezza,2016,93194,1,DIESEL,MH-04,Manual,SUV,692000
3547,Renault Kwid,2016,68988,2,PETROL,MH-48,Manual,HatchBack,289000
3548,Hyundai AURA,2021,80881,2,PETROL,TN-12,Manual,Sedan,407000
3549,Honda City,2021,80672,2,DIESEL,TS-08,Manual,Sedan,854000
3550,Toyota Glanza,2019,59272,1,PETROL,MP-04,Manual,HatchBack,717000
3551,Hyundai i10,2016,101623,1,PETROL,,Manual,HatchBack,339000
3552,Hyundai i10,2010,17300,1,PETROL,AP-29,Manual,HatchBack,298000
3553,Toyota YARIS,2019,111882,3,PETROL,,Automatic,Sedan,471000
3554,Toyota Glanza,2020,20580,2,PETROL,UP-78,Manual,HatchBack,663000
3555,Mahindra KUV 100 NXT,2020,26967,1,PETROL,DL-8C,Manual,SUV,569000
3556,Renault Kwid,2016,42167,2,PETROL,TN-12,Manual,HatchBack,325000
3557,Maruti Ertiga,2017,85677,3,CNG,MH-05,Manual,SUV,787000
3558,Tata NEXON,2022,32928,1,DIESEL,PB-02,Automatic,SUV,1277000
3559,Hyundai i20,2013,78698,2,PETROL,DL-12,Manual,HatchBack,291000
3560,Maruti Celerio,2019,35789,2,PETROL,KA-50,Automatic,HatchBack,514000
3561,Maruti Swift,2012,97310,1,PETROL,UP-80,Manual,HatchBack,301000
3562,Maruti Baleno,2016,75124,1,PETROL,TN-09,Manual,HatchBack,581000
3563,Hyundai Elite i20,2017,29041,1,PETROL,KA-53,Manual,HatchBack,711000
3564,Renault Kwid,2021,6200,1,PETROL,KA-19,Manual,HatchBack,576000
3565,Hyundai Elite i20,2016,60937,1,PETROL,UP-16,Automatic,HatchBack,702000
3566,Datsun Redi Go,2020,40847,1,PETROL,BR-31,Automatic,HatchBack,407000
3567,Hyundai i20,2012,64958,2,DIESEL,KA-01,Manual,HatchBack,361000
3568,Mahindra XUV500,2016,75848,2,DIESEL,TN-23,Manual,Lux_SUV,1089000
3569,Toyota YARIS,2019,43872,2,PETROL,TS-09,Manual,Sedan,770000
3570,Toyota YARIS,2019,117382,1,PETROL,,Manual,Sedan,725000
3571,Maruti Celerio,2016,81225,1,PETROL,MH-14,Automatic,HatchBack,436000
3572,Maruti Alto,2021,23479,1,PETROL,TN-12,Manual,HatchBack,391000
3573,Hyundai i10,2010,43679,1,PETROL,KA-51,Manual,HatchBack,273000
3574,Maruti Celerio,2017,65276,1,PETROL,TS-15,Automatic,HatchBack,466000
3575,Tata Tiago,2020,45364,1,PETROL,MH-47,Manual,HatchBack,546000
3576,Hyundai Grand i10,2017,17556,1,PETROL,GJ-01,Manual,HatchBack,520000
3577,Honda City,2015,41309,1,PETROL,DL-8C,Automatic,Sedan,661000
3578,Hyundai Verna,2013,78872,2,DIESEL,MH-03,Manual,Sedan,442200
3579,Maruti Dzire,2018,42139,1,PETROL,HR-26,Manual,Sedan,790000
3580,Renault Captur,2017,86533,1,DIESEL,UP-14,Manual,SUV,542000
3581,Maruti Baleno,2019,33459,2,PETROL,HR-10,Manual,HatchBack,661000
3582,Hyundai i20,2011,87753,1,PETROL,DL-7C,Manual,HatchBack,212000
3583,Hyundai Elite i20,2017,29620,1,PETROL,MP-09,Manual,HatchBack,577000
3584,Maruti Swift,2012,122714,1,PETROL,,Manual,HatchBack,403000
3585,Hyundai VENUE,2020,9564,1,PETROL,DL-12,Manual,SUV,801000
3586,Nissan Micra Active,2016,76381,1,PETROL,MH-12,Manual,HatchBack,307000
3587,Maruti Baleno,2016,29782,2,PETROL,KA-03,Manual,HatchBack,637000
3588,Datsun Redi Go,2021,6573,1,PETROL,WB-08,Manual,HatchBack,364000
3589,Hyundai NEW SANTRO,2019,43415,1,CNG,MH-04,Manual,HatchBack,494000
3590,Honda Brio,2016,30752,1,PETROL,HR-51,Automatic,HatchBack,502000
3591,Hyundai Grand i10,2015,81868,2,PETROL,KA-05,Automatic,HatchBack,498000
3592,Maruti Celerio,2022,3592,1,PETROL,UP-32,Manual,HatchBack,600000
3593,Renault Kwid,2019,16174,1,PETROL,DL-12,Manual,HatchBack,421000
3594,Maruti New Wagon-R,2019,22863,2,PETROL,HR-51,Manual,HatchBack,423000
3595,Honda City,2019,47815,2,PETROL,UP-80,Manual,Sedan,730000
3596,Maruti Wagon R 1.0,2010,15347,1,PETROL,DL-2C,Manual,HatchBack,199000
3597,Hyundai Verna,2017,72575,1,PETROL,GJ-01,Manual,Sedan,538000
3598,Hyundai Creta,2016,55286,1,PETROL,TN-01,Automatic,SUV,940000
3599,Volkswagen Jetta,2014,15817,1,PETROL,TS-08,Manual,Sedan,841000
3600,Maruti Baleno,2017,50193,1,DIESEL,MH-12,Manual,HatchBack,687000
3601,Maruti Baleno,2016,44253,2,PETROL,KA-53,Manual,HatchBack,698000
3602,Maruti Baleno,2016,92890,1,PETROL,HR-51,Manual,HatchBack,483000
3603,Hyundai Creta,2017,46813,1,PETROL,TS-09,Manual,SUV,971000
3604,Maruti Vitara Brezza,2018,74221,1,DIESEL,HR-36,Manual,SUV,745000
3605,Honda Amaze,2020,44069,1,PETROL,MH-20,Manual,Sedan,581000
3606,Renault Kwid,2020,22475,1,PETROL,HR-29,Automatic,HatchBack,486000
3607,Maruti Baleno,2018,24390,2,PETROL,WB-02,Manual,HatchBack,555000
3608,Hyundai Eon,2018,20102,2,PETROL,UP-32,Manual,HatchBack,311000
3609,Honda City,2013,87012,2,DIESEL,KA-25,Automatic,Sedan,638000
3610,Maruti Swift,2014,56150,1,PETROL,MH-43,Manual,HatchBack,444000
3611,Honda WR-V,2021,23673,1,PETROL,UP-32,Manual,SUV,743000
3612,Toyota Corolla Altis,2017,75836,1,PETROL,DL-10,Automatic,Lux_sedan,1089000
3613,Maruti Celerio,2016,63848,2,PETROL,MH-01,Manual,HatchBack,379000
3614,Hyundai GRAND I10 NIOS,2021,12295,1,CNG,MH-43,Manual,HatchBack,689000
3615,Hyundai Elite i20,2014,63788,1,PETROL,MH-02,Manual,HatchBack,481000
3616,Maruti Swift,2014,44597,1,PETROL,WB-06,Manual,HatchBack,278000
3617,Nissan Terrano,2013,73845,1,DIESEL,MH-03,Manual,SUV,512000
3618,Toyota YARIS,2018,29588,1,PETROL,HR-51,Manual,Sedan,629000
3619,Maruti Vitara Brezza,2017,93189,1,DIESEL,HR-30,Manual,SUV,588000
3620,Hyundai VENUE,2019,61449,1,DIESEL,CH-01,Manual,SUV,801000
3621,Nissan Micra Active,2018,47340,2,CNG,GJ-01,Manual,HatchBack,439000
3622,Renault Kwid,2017,47837,1,PETROL,GJ-01,Manual,HatchBack,313000
3623,Maruti Swift,2013,45015,1,PETROL,DL-2C,Manual,HatchBack,340000
3624,Honda Jazz,2016,44688,1,PETROL,MH-12,Manual,HatchBack,536000
3625,Hyundai New Elantra,2017,36647,2,PETROL,KA-01,Automatic,Lux_sedan,1075650
3626,Maruti Swift Dzire,2013,36140,1,PETROL,TS-13,Manual,Sedan,576000
3627,Hyundai i10,2010,46972,2,PETROL,KA-51,Manual,HatchBack,305000
3628,Maruti Swift,2017,64917,2,PETROL,KA-02,Manual,HatchBack,616000
3629,Maruti Ciaz,2021,69791,1,PETROL,TS-09,Manual,Sedan,638000
3630,Hyundai GRAND I10 NIOS,2021,7985,1,PETROL,PB-08,Manual,HatchBack,605000
3631,Mahindra XUV 3OO,2019,40796,2,DIESEL,MH-15,Automatic,SUV,957000
3632,Tata TIGOR,2021,51617,1,PETROL,WB-18,Manual,Sedan,537000
3633,Tata ALTROZ,2021,23190,1,DIESEL,TN-99,Manual,HatchBack,935000
3634,Honda City,2019,47456,1,PETROL,KA-01,Automatic,Sedan,1344000
3635,Maruti XL6,2020,31882,1,PETROL,PB-65,Automatic,SUV,937000
3636,Hyundai GRAND I10 NIOS,2019,69353,1,PETROL,MH-49,Automatic,HatchBack,695000
3637,Maruti Baleno,2019,43697,1,PETROL,HR-10,Manual,HatchBack,579000
3638,Maruti Alto 800,2016,77168,2,PETROL,UP-33,Manual,HatchBack,232000
3639,Maruti Dzire,2017,45620,2,PETROL,UP-16,Manual,Sedan,584000
3640,Hyundai Verna,2017,51947,2,PETROL,KA-05,Manual,Sedan,757000
3641,Maruti Swift,2018,79695,1,DIESEL,TS-07,Automatic,HatchBack,759000
3642,Maruti Baleno,2021,22808,1,PETROL,UP-32,Manual,HatchBack,781000
3643,Renault Kwid,2020,26640,1,PETROL,HR-72,Manual,HatchBack,430000
3644,Maruti Ciaz,2019,30513,1,PETROL,DL-7C,Manual,Sedan,503000
3645,Hyundai Grand i10,2014,56750,1,PETROL,HR-26,Manual,HatchBack,390000
3646,Skoda Rapid,2013,60200,2,CNG,GJ-02,Manual,Sedan,600000
3647,Hyundai Grand i10,2014,29575,1,PETROL,TN-22,Manual,HatchBack,413000
3648,Hyundai Creta,2020,30751,1,PETROL,GJ-01,Automatic,SUV,1684000
3649,Hyundai Elite i20,2015,43159,3,PETROL,MH-05,Manual,HatchBack,493000
3650,Honda Amaze,2020,84657,1,CNG,GJ-01,Manual,Sedan,541000
3651,Maruti Swift,2019,69784,1,PETROL,RJ-45,Manual,HatchBack,560000
3652,Maruti Alto 800,2014,70145,1,PETROL,TS-07,Manual,HatchBack,276000
3653,Hyundai Verna,2017,17737,1,PETROL,MH-12,Automatic,Sedan,785000
