id,Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price
6107,Ford Ecosport,2018,54831,1,DIESEL,DL-11,Manual,SUV,674000
6108,Datsun Redi Go,2018,10478,1,PETROL,DL-14,Manual,HatchBack,298000
6109,Ford Ecosport,2017,88695,1,DIESEL,TS-09,Manual,SUV,724000
6110,Hyundai NEW SANTRO,2019,147,2,PETROL,MH-12,Manual,HatchBack,531000
6111,Hyundai i10,2012,59621,2,PETROL,AP-29,Manual,HatchBack,310000
6112,Volkswagen Vento,2016,42110,1,PETROL,HR-29,Manual,Sedan,580000
6113,Maruti Wagon R Stingray,2016,49370,1,PETROL,BR-09,Manual,HatchBack,371000
6114,Hyundai NEW I20,2020,76360,1,PETROL,TS-12,Automatic,HatchBack,793000
6115,Toyota Corolla Altis,2015,60408,2,PETROL,DL-8C,Automatic,Lux_sedan,879000
6116,Maruti Ciaz,2017,53087,1,PETROL,GJ-01,Manual,Sedan,608000
6117,Honda Brio,2018,42347,1,CNG,GJ-06,Manual,HatchBack,517000
6118,Hyundai Grand i10,2017,65986,1,PETROL,GJ-06,Manual,HatchBack,537000
6119,Maruti Ciaz,2015,19250,2,PETROL,MH-31,Manual,Sedan,815000
6120,Maruti Swift Dzire,2017,66973,2,DIESEL,MH-04,Manual,Sedan,647000
6121,Tata Harrier,2021,16634,1,DIESEL,TN-01,Automatic,SUV,1861000
6122,Maruti S PRESSO,2020,51724,1,PETROL,TN-09,Automatic,HatchBack,529000
6123,Maruti Swift Dzire,2014,80727,1,PETROL,TS-10,Manual,Sedan,774000
6124,Skoda Rapid,2021,36453,1,PETROL,PB-65,Automatic,Sedan,1022000
6125,Toyota YARIS,2021,74599,2,CNG,DL-1C,Automatic,Sedan,817000
6126,Maruti Alto K10,2014,50930,2,PETROL,MH-12,Manual,HatchBack,268000
6127,Ford Ecosport,2019,83865,1,PETROL,GJ-01,Automatic,SUV,880000
6128,Volkswagen Polo,2011,73338,1,PETROL,DL-10,Manual,HatchBack,210000
6129,Hyundai Grand i10,2017,82848,1,CNG,DL-10,Manual,HatchBack,439000
6130,Mahindra XUV500,2016,87604,1,DIESEL,TS-08,Manual,Lux_SUV,915000
6131,Hyundai Creta,2016,58679,2,PETROL,DL-9C,Manual,SUV,753000
6132,Maruti Dzire,2018,76303,1,PETROL,KA-02,Manual,Sedan,641000
6133,Maruti Baleno,2017,43381,1,PETROL,DL-8C,Manual,HatchBack,504000
6134,Hyundai Grand i10,2018,81440,1,PETROL,KA-51,Automatic,HatchBack,647000
6135,Maruti Dzire,2018,29312,1,PETROL,MH-02,Manual,Sedan,363000
6136,Maruti Vitara Brezza,2018,69862,1,DIESEL,DL-8C,Automatic,SUV,665000
6137,Honda City,2019,36936,1,PETROL,WB-02,Manual,Sedan,742000
6138,Hyundai Xcent,2018,119547,1,CNG,UP-14,Manual,Sedan,492000
6139,Honda Jazz,2018,34991,1,PETROL,HR-51,Automatic,HatchBack,647000
6140,Hyundai Elite i20,2016,33655,2,PETROL,KA-53,Manual,HatchBack,740000
6141,Ford Ecosport,2020,96075,1,DIESEL,DL-3C,Manual,SUV,750000
6142,Renault Kwid,2018,20207,1,PETROL,KL-39,Manual,HatchBack,373000
6143,Hyundai Elite i20,2018,36043,2,PETROL,KA-53,Manual,HatchBack,751000
6144,Maruti Alto,2012,40968,1,PETROL,AP-29,Manual,HatchBack,217000
6145,Maruti Swift Dzire,2016,53258,1,DIESEL,MH-05,Automatic,Sedan,803000
6146,Maruti Dzire,2018,42776,1,PETROL,GJ-06,Manual,Sedan,459000
6147,Volkswagen Vento,2013,39409,1,PETROL,MH-05,Automatic,Sedan,752000
6148,Maruti Swift,2014,69859,1,PETROL,DL-1C,Manual,HatchBack,345000
6149,Hyundai AURA,2020,32488,2,PETROL,WB-02,Automatic,Sedan,749000
6150,Renault TRIBER,2022,3449,1,PETROL,DL-12,Manual,SUV,736650
6151,Honda Amaze,2014,78099,2,DIESEL,KA-06,Manual,Sedan,725000
6152,Honda City,2019,23305,1,PETROL,GJ-27,Manual,Sedan,784400
6153,Maruti Swift,2017,40811,2,PETROL,KA-03,Manual,HatchBack,662000
6154,Maruti Swift,2018,42166,2,PETROL,KA-01,Automatic,HatchBack,684000
6155,Hyundai Grand i10,2017,79178,1,CNG,GJ-27,Manual,HatchBack,501000
6156,Volkswagen Polo,2017,54072,1,PETROL,MH-47,Manual,HatchBack,518000
6157,Hyundai NEW I20,2022,16075,2,PETROL,TN-38,Automatic,HatchBack,1114000
6158,Maruti Swift,2015,52486,2,PETROL,KA-35,Manual,HatchBack,541000
6159,Honda WR-V,2018,12724,2,PETROL,HR-26,Manual,SUV,719000
6160,Hyundai VENUE,2019,55752,2,PETROL,GJ-03,Manual,SUV,823000
6161,Toyota Innova,2015,104654,1,DIESEL,PB-08,Manual,SUV,802000
6162,Hyundai Xcent,2017,53751,1,PETROL,UP-14,Manual,Sedan,477000
6163,Maruti Vitara Brezza,2018,22248,1,DIESEL,HR-51,Manual,SUV,596000
6164,Renault Duster,2014,78346,2,DIESEL,GJ-01,Manual,SUV,351000
6165,Maruti Wagon R 1.0,2010,43861,1,PETROL,AP-09,Manual,HatchBack,283000
6166,Maruti IGNIS,2020,56218,1,PETROL,KA-51,Manual,HatchBack,597000
6167,Tata NEXON,2018,18363,1,PETROL,KL-11,Manual,SUV,696000
6168,Honda City,2018,31071,1,PETROL,HR-51,Automatic,Sedan,890000
6169,Honda City,2014,71552,1,PETROL,WB-08,Manual,Sedan,449000
6170,Hyundai Grand i10,2016,61431,1,PETROL,MH-46,Manual,HatchBack,436000
6171,Maruti Celerio,2016,67385,1,CNG,GJ-16,Automatic,HatchBack,427000
6172,Maruti Celerio,2022,1457,1,CNG,TS-03,Manual,HatchBack,720250
6173,Maruti Wagon R 1.0,2014,85644,1,CNG,MH-46,Manual,HatchBack,301000
6174,Maruti Swift,2015,67245,1,PETROL,KA-51,Manual,HatchBack,583000
6175,Maruti Vitara Brezza,2021,8642,1,PETROL,HR-26,Manual,SUV,831000
6176,Maruti Swift Dzire,2016,17821,1,PETROL,MH-04,Automatic,Sedan,781000
6177,Maruti Swift Dzire,2015,25034,1,PETROL,GJ-01,Manual,Sedan,717000
6178,Maruti Swift,2014,51903,1,PETROL,MH-05,Manual,HatchBack,461000
6179,Honda Brio,2013,35781,2,PETROL,MH-05,Manual,HatchBack,283000
6180,Maruti Swift,2012,78249,3,PETROL,KA-53,Manual,HatchBack,421000
6181,Maruti Ciaz,2021,40917,1,PETROL,GJ-06,Automatic,Sedan,892000
6182,Hyundai Grand i10,2015,56766,1,PETROL,DL-1C,Manual,HatchBack,359000
6183,Ford Ecosport,2017,61411,1,DIESEL,UP-32,Manual,SUV,653000
6184,Maruti Baleno,2016,49976,2,DIESEL,KA-05,Manual,HatchBack,729000
6185,Tata TIGOR,2021,79824,1,DIESEL,KA-01,Manual,Sedan,753000
6186,Volkswagen Polo,2013,96533,3,PETROL,TN-18,Manual,HatchBack,396000
6187,Tata Tiago,2019,105021,2,PETROL,,Manual,HatchBack,520000
6188,Maruti Alto K10,2016,45421,1,PETROL,DL-8C,Manual,HatchBack,320000
6189,Honda City,2014,122143,2,PETROL,,Manual,Sedan,229000
6190,Maruti Swift,2021,15324,1,PETROL,CH-01,Manual,HatchBack,709000
6191,Hyundai Grand i10,2016,91947,2,DIESEL,PB-10,Manual,HatchBack,379000
6192,Mahindra BOLERO NEO,2021,43902,1,DIESEL,RJ-14,Manual,SUV,905000
6193,Maruti Alto,2020,44956,1,PETROL,HR-80,Manual,HatchBack,347000
6194,Maruti Alto,2019,9875,1,PETROL,MH-05,Manual,HatchBack,335000
6195,Maruti New Wagon-R,2021,10555,1,PETROL,DL-14,Manual,HatchBack,501000
6196,Maruti Baleno,2019,34496,1,PETROL,HR-29,Manual,HatchBack,608000
6197,Hyundai Grand i10,2017,31238,3,PETROL,KA-51,Manual,HatchBack,492000
6198,Toyota Corolla Altis,2010,69700,2,PETROL,DL-7C,Manual,Lux_sedan,238000
6199,Nissan MAGNITE,2022,3008,1,PETROL,HR-51,Manual,SUV,787000
6200,Hyundai i10,2011,63525,1,PETROL,MH-14,Manual,HatchBack,268000
6201,Maruti Dzire,2020,2191,1,PETROL,UP-16,Automatic,Sedan,828000
6202,Maruti Swift Dzire,2014,9439,1,PETROL,KA-03,Automatic,Sedan,1456000
6203,Maruti Swift,2021,14756,1,PETROL,WB-10,Manual,HatchBack,647000
6204,Mahindra XUV500,2018,35189,3,DIESEL,KA-03,Automatic,Lux_SUV,1498000
6205,Maruti Swift,2018,38982,2,PETROL,HR-81,Manual,HatchBack,542000
6206,Maruti S PRESSO,2019,21238,1,PETROL,TN-14,Manual,HatchBack,458650
6207,Maruti Swift,2019,49661,1,PETROL,DL-5C,Manual,HatchBack,506000
6208,Skoda Rapid,2015,82677,1,DIESEL,KA-51,Automatic,Sedan,624000
6209,Maruti Swift,2017,55262,1,PETROL,GJ-01,Manual,HatchBack,522000
6210,Maruti Swift,2021,43788,1,PETROL,UP-78,Manual,HatchBack,651000
6211,Hyundai Grand i10,2018,19366,2,PETROL,KL-07,Manual,HatchBack,503000
6212,Toyota Corolla Altis,2014,98136,1,DIESEL,BR-01,Manual,Lux_sedan,443000
6213,Maruti Swift,2018,46175,2,PETROL,BR-01,Manual,HatchBack,502000
6214,Maruti Vitara Brezza,2016,98661,1,DIESEL,MH-46,Manual,SUV,733000
6215,Maruti IGNIS,2017,16133,1,PETROL,MH-04,Automatic,HatchBack,579000
6216,Maruti Dzire,2018,67778,1,PETROL,UP-53,Automatic,Sedan,686000
6217,Maruti Wagon R 1.0,2014,99204,1,CNG,MH-43,Manual,HatchBack,332000
6218,Maruti Wagon R 1.0,2010,22657,1,PETROL,DL-9C,Manual,HatchBack,168000
6219,Maruti Baleno,2018,40396,1,PETROL,HR-26,Manual,HatchBack,544000
6220,Maruti Wagon R 1.0,2014,54179,1,PETROL,GJ-01,Manual,HatchBack,335000
6221,Maruti Alto K10,2016,75196,1,PETROL,RJ-40,Automatic,HatchBack,325000
6222,Maruti Swift,2012,81625,3,PETROL,GJ-05,Manual,HatchBack,334000
6223,Honda Jazz,2016,82180,2,PETROL,RJ-14,Manual,HatchBack,483000
6224,Maruti IGNIS,2020,31459,1,PETROL,DL-2C,Manual,HatchBack,548000
6225,Maruti Alto 800,2014,51356,3,PETROL,TN-11,Manual,HatchBack,229000
6226,Maruti Swift,2012,41110,1,PETROL,DL-9C,Manual,HatchBack,298000
6227,Maruti Wagon R Stingray,2013,61235,3,PETROL,MH-04,Manual,HatchBack,271000
6228,Maruti Baleno,2022,17215,1,PETROL,GJ-10,Manual,HatchBack,777000
6229,Hyundai Verna,2016,54042,1,PETROL,TS-07,Manual,Sedan,737000
6230,Honda City,2014,34904,1,PETROL,TN-64,Manual,Sedan,869000
6231,Renault Kwid,2016,59492,1,PETROL,TN-13,Manual,HatchBack,352000
6232,Hyundai Grand i10,2017,26928,2,PETROL,MH-48,Manual,HatchBack,443000
6233,Hyundai New Elantra,2016,78948,1,DIESEL,WB-02,Automatic,Lux_sedan,856000
6234,Hyundai Verna,2016,97942,2,PETROL,TN-07,Manual,Sedan,369000
6235,Maruti Swift,2018,56130,2,PETROL,TN-06,Manual,HatchBack,555000
6236,Ford Ecosport,2017,46609,2,PETROL,UP-32,Manual,SUV,622000
6237,Maruti Swift,2016,92733,2,DIESEL,UP-15,Manual,HatchBack,391000
6238,Hyundai Eon,2012,52013,1,PETROL,KL-46,Manual,HatchBack,197000
6239,Maruti Wagon R 1.0,2013,65366,1,PETROL,MH-02,Manual,HatchBack,306000
6240,Hyundai Elite i20,2015,33491,1,PETROL,TS-12,Manual,HatchBack,589000
6241,Maruti New Wagon-R,2020,41121,1,PETROL,UP-32,Manual,HatchBack,520000
6242,Maruti Alto 800,2013,76257,3,PETROL,AP-28,Manual,HatchBack,227000
6243,Hyundai Grand i10,2015,32895,1,PETROL,CH-01,Manual,HatchBack,406000
6244,Maruti Celerio,2021,3731,1,PETROL,UP-32,Automatic,HatchBack,654000
6245,Tata Tiago,2018,103737,1,PETROL,,Manual,HatchBack,426000
6246,Tata Tiago,2018,83340,1,CNG,KA-04,Manual,HatchBack,460650
6247,Volkswagen Vento,2016,22170,1,PETROL,BR-01,Automatic,Sedan,816000
6248,Maruti S PRESSO,2020,59204,1,PETROL,MH-14,Manual,HatchBack,415000
6249,Maruti Swift,2018,29723,2,PETROL,HR-26,Automatic,HatchBack,524000
6250,Hyundai i20 Active,2018,89972,1,PETROL,UP-53,Manual,HatchBack,565000
6251,Maruti Swift Dzire,2013,39682,2,PETROL,KA-04,Manual,Sedan,622000
6252,Hyundai Grand i10,2014,56578,1,PETROL,KA-05,Manual,HatchBack,458000
6253,Maruti Swift Dzire,2016,102359,1,PETROL,,Manual,Sedan,455000
6254,Volkswagen Polo,2014,62977,1,PETROL,TN-07,Manual,HatchBack,516000
6255,Maruti Alto 800,2018,60593,1,PETROL,GJ-16,Manual,HatchBack,271000
6256,Maruti Alto 800,2013,50843,1,PETROL,KL-01,Manual,HatchBack,251000
6257,Renault Kwid,2017,46036,2,PETROL,GJ-05,Automatic,HatchBack,348000
6258,Hyundai Grand i10,2019,13936,2,PETROL,GJ-07,Manual,HatchBack,595000
6259,Mahindra KUV 100 NXT,2020,10875,1,PETROL,KL-39,Manual,SUV,691000
6260,Hyundai Elite i20,2017,29498,1,PETROL,WB-02,Manual,HatchBack,426000
6261,Maruti Ritz,2010,78608,1,PETROL,KL-02,Manual,HatchBack,279000
6262,Maruti Wagon R 1.0,2014,40679,1,PETROL,MH-03,Manual,HatchBack,322000
6263,Hyundai NEW SANTRO,2019,33244,1,PETROL,MP-04,Manual,HatchBack,430000
6264,Nissan MAGNITE,2021,33495,1,PETROL,TN-23,Manual,SUV,813000
6265,Mahindra Kuv100,2017,123152,1,DIESEL,TN-11,Manual,SUV,459000
6266,Ford Ecosport,2015,40632,1,PETROL,DL-12,Manual,SUV,540000
6267,Maruti Swift,2015,71383,1,PETROL,KA-51,Manual,HatchBack,573000
6268,Hyundai Elite i20,2016,52276,1,PETROL,TN-01,Manual,HatchBack,578000
6269,Hyundai i20 Active,2016,17967,1,PETROL,TN-59,Manual,HatchBack,683000
6270,Maruti Baleno,2017,39217,2,PETROL,TN-10,Manual,HatchBack,627000
6271,Honda City,2017,73697,1,PETROL,DL-9C,Manual,Sedan,599000
6272,Mahindra XUV500,2017,60408,2,DIESEL,KA-03,Manual,Lux_SUV,1037000
6273,Maruti Alto 800,2019,76615,1,PETROL,MH-41,Manual,HatchBack,299000
6274,Hyundai i20 Active,2018,45675,2,PETROL,KA-01,Manual,HatchBack,699000
6275,Hyundai i10,2013,78213,2,PETROL,KA-53,Automatic,HatchBack,340000
6276,Hyundai Eon,2011,71026,1,PETROL,KA-09,Manual,HatchBack,241000
6277,Maruti Wagon R 1.0,2015,71593,1,PETROL,WB-02,Manual,HatchBack,304000
6278,Honda Amaze,2019,67830,2,PETROL,GJ-04,Manual,Sedan,612000
6279,Maruti Alto,2019,23888,1,PETROL,PB-07,Manual,HatchBack,362000
6280,Maruti Alto 800,2015,16285,1,PETROL,MP-04,Manual,HatchBack,306000
6281,Hyundai Elite i20,2018,65118,2,PETROL,UP-16,Automatic,HatchBack,570000
6282,Mahindra Scorpio,2018,59723,1,DIESEL,KA-41,Manual,SUV,1111000
6283,Renault Kwid,2018,60813,1,PETROL,KL-42,Manual,HatchBack,372000
6284,Renault Kwid,2020,41366,2,PETROL,BR-01,Manual,HatchBack,362000
6285,Datsun Redi Go,2018,7659,2,PETROL,DL-8C,Automatic,HatchBack,273000
6286,Maruti Baleno,2018,20255,1,DIESEL,MH-43,Manual,HatchBack,653000
6287,Tata NEXON,2019,58004,1,PETROL,DL-8C,Automatic,SUV,809000
6288,Hyundai GRAND I10 NIOS,2020,34044,1,PETROL,PB-06,Manual,HatchBack,555000
6289,Volkswagen Ameo,2017,77357,2,DIESEL,KA-05,Manual,Sedan,567000
6290,Maruti IGNIS,2018,103763,1,PETROL,,Manual,HatchBack,397000
6291,Toyota Corolla Altis,2017,97908,1,PETROL,GJ-18,Automatic,Lux_sedan,1009000
6292,Maruti Swift,2014,67573,2,PETROL,DL-4C,Manual,HatchBack,363000
6293,Ford Ecosport,2015,55610,2,PETROL,TN-18,Automatic,SUV,555500
6294,Renault TRIBER,2021,18772,1,PETROL,DL-8C,Manual,SUV,598000
6295,Maruti Swift,2011,65090,1,PETROL,DL-9C,Manual,HatchBack,214000
6296,Maruti Wagon R 1.0,2014,62423,1,CNG,MH-02,Manual,HatchBack,365000
6297,Honda Amaze,2018,23589,1,PETROL,HR-51,Manual,Sedan,981000
6298,Maruti Alto,2021,45138,1,CNG,DL-9C,Manual,HatchBack,400000
6299,Tata Tiago,2018,47983,1,PETROL,MH-03,Automatic,HatchBack,456000
6300,Hyundai GRAND I10 NIOS,2021,43570,1,CNG,MH-43,Manual,HatchBack,684000
6301,Honda Brio,2012,76689,2,PETROL,GJ-05,Manual,HatchBack,285000
6302,Maruti Baleno,2019,86165,1,PETROL,GJ-27,Manual,HatchBack,528350
6303,Maruti Celerio,2015,52209,1,PETROL,KA-51,Manual,HatchBack,487000
6304,Maruti IGNIS,2017,36298,1,PETROL,TS-10,Manual,HatchBack,507000
6305,Tata NEXON,2019,48266,1,PETROL,TN-06,Automatic,SUV,715000
6306,Maruti IGNIS,2019,28958,1,PETROL,UP-16,Automatic,HatchBack,612000
6307,Maruti Alto K10,2016,90397,1,PETROL,UP-16,Manual,HatchBack,293000
6308,Mahindra XUV500,2016,88272,1,DIESEL,KA-03,Automatic,Lux_SUV,1120000
6309,Maruti Alto K10,2017,42668,1,PETROL,DL-6C,Manual,HatchBack,336000
6310,Hyundai Grand i10,2016,57973,1,PETROL,MH-12,Manual,HatchBack,450000
6311,Ford Ecosport,2018,64200,2,DIESEL,TN-14,Manual,SUV,829000
6312,Honda Jazz,2015,47617,2,PETROL,KA-01,Automatic,HatchBack,611000
6313,Maruti Dzire,2018,62535,1,PETROL,TS-09,Automatic,Sedan,674000
6314,Nissan Micra,2019,25343,1,PETROL,KL-34,Automatic,HatchBack,513000
6315,Renault Kwid,2016,68362,1,PETROL,KL-08,Manual,HatchBack,260000
6316,Hyundai Grand i10,2017,38904,1,PETROL,TN-05,Manual,HatchBack,516000
6317,Maruti Celerio,2017,17472,1,PETROL,MH-04,Automatic,HatchBack,456000
6318,Toyota Etios,2011,68940,1,PETROL,MH-43,Manual,Sedan,385000
6319,Maruti Alto K10,2018,29096,1,PETROL,WB-20,Automatic,HatchBack,343000
6320,Maruti Baleno,2017,57996,1,PETROL,DL-6C,Manual,HatchBack,524000
6321,Maruti Swift,2014,66639,1,PETROL,UP-70,Manual,HatchBack,359000
6322,Honda City,2014,70334,1,PETROL,KL-01,Manual,Sedan,536000
6323,Hyundai Elite i20,2019,23897,2,PETROL,PB-10,Automatic,HatchBack,780000
6324,Honda Amaze,2019,92294,1,PETROL,MH-15,Automatic,Sedan,708000
6325,Maruti Alto K10,2018,24983,1,PETROL,TS-08,Manual,HatchBack,361000
6326,Volkswagen Polo,2010,61282,2,PETROL,HR-26,Manual,HatchBack,234000
6327,Hyundai Elite i20,2019,59924,1,PETROL,RJ-02,Manual,HatchBack,604000
6328,Maruti Alto 800,2016,24378,1,PETROL,MH-12,Manual,HatchBack,352000
6329,Hyundai i20,2013,74081,1,PETROL,HR-26,Manual,HatchBack,379000
6330,Hyundai AURA,2020,54942,2,DIESEL,MH-48,Manual,Sedan,462000
6331,Hyundai Verna,2016,70922,1,DIESEL,MH-05,Manual,Sedan,721000
6332,Maruti Celerio,2015,45701,2,PETROL,KA-50,Automatic,HatchBack,487000
6333,Maruti Dzire,2017,112619,1,PETROL,,Manual,Sedan,768000
6334,Mahindra KUV 100 NXT,2018,25611,1,PETROL,KA-04,Manual,SUV,480000
6335,Maruti Swift,2018,46009,1,PETROL,KA-05,Automatic,HatchBack,656000
6336,Maruti Wagon R 1.0,2016,42768,2,PETROL,GJ-15,Manual,HatchBack,397000
6337,Hyundai i10,2010,14367,1,PETROL,DL-7C,Manual,HatchBack,148000
6338,Hyundai NEW SANTRO,2019,20851,2,PETROL,TN-31,Manual,HatchBack,473000
6339,Maruti Swift,2010,86201,3,PETROL,MH-04,Manual,HatchBack,222000
6340,Renault Duster,2019,51146,1,DIESEL,MH-02,Automatic,SUV,922000
6341,Maruti Ciaz,2020,10035,1,PETROL,MH-12,Automatic,Sedan,914000
6342,Maruti Alto K10,2011,69551,1,PETROL,KA-01,Manual,HatchBack,248000
6343,Maruti Alto 800,2018,15793,1,PETROL,PB-91,Manual,HatchBack,343000
6344,Maruti Alto 800,2012,55429,2,PETROL,KA-51,Manual,HatchBack,246000
6345,Renault Kwid,2019,29306,1,PETROL,TN-22,Manual,HatchBack,489000
6346,Maruti Celerio,2019,14005,2,PETROL,GJ-06,Manual,HatchBack,473000
6347,Maruti Ciaz,2016,29873,1,PETROL,UP-16,Automatic,Sedan,752000
6348,Tata TIGOR,2018,105630,1,DIESEL,MH-12,Manual,Sedan,792000
6349,Maruti Celerio,2016,33233,2,PETROL,KA-05,Automatic,HatchBack,476000
6350,Maruti Celerio,2022,3949,1,PETROL,MH-15,Manual,HatchBack,572000
6351,Hyundai Elite i20,2018,33282,2,PETROL,KA-53,Manual,HatchBack,749000
6352,Hyundai Grand i10,2016,80334,1,PETROL,GJ-01,Manual,HatchBack,462350
6353,Maruti Ciaz,2017,61456,1,DIESEL,HR-87,Manual,Sedan,547000
6354,Maruti Swift,2022,9043,1,PETROL,MH-12,Manual,HatchBack,765000
6355,Maruti Ciaz,2021,59144,2,DIESEL,TS-07,Manual,Sedan,610000
6356,Maruti Wagon R Stingray,2014,92013,1,PETROL,TN-20,Manual,HatchBack,361000
6357,Maruti Baleno,2017,55788,1,PETROL,MH-01,Manual,HatchBack,533000
6358,Tata ALTROZ,2021,15957,1,PETROL,TN-11,Manual,HatchBack,837000
6359,Hyundai NEW SANTRO,2019,58339,1,CNG,DL-4C,Manual,HatchBack,499000
6360,Maruti IGNIS,2017,21572,1,PETROL,UP-78,Automatic,HatchBack,444000
6361,Hyundai NEW SANTRO,2019,31991,2,PETROL,KL-55,Manual,HatchBack,393000
6362,Maruti Baleno,2018,79044,1,PETROL,GJ-27,Manual,HatchBack,575000
6363,Maruti Wagon R 1.0,2017,84382,2,CNG,MH-12,Manual,HatchBack,397000
6364,Maruti Swift,2018,29767,1,PETROL,KA-02,Manual,HatchBack,714000
6365,Hyundai Grand i10,2015,74219,3,PETROL,MH-12,Manual,HatchBack,421000
6366,Honda City,2020,53460,2,PETROL,KA-03,Automatic,Sedan,745000
6367,Maruti Baleno,2020,36821,1,PETROL,UP-32,Manual,HatchBack,681000
6368,Maruti Baleno,2017,8011,1,PETROL,DL-14,Manual,HatchBack,556000
6369,Honda City,2016,55353,2,PETROL,MH-46,Manual,Sedan,579000
6370,Hyundai Grand i10,2014,28779,1,PETROL,KA-03,Manual,HatchBack,462000
6371,Renault Kwid,2020,13250,1,PETROL,HR-26,Manual,HatchBack,440000
6372,Maruti Swift,2011,102814,1,PETROL,,Manual,HatchBack,413000
6373,Maruti Swift Dzire,2013,106814,1,DIESEL,KA-51,Automatic,Sedan,536000
6374,Maruti Ciaz,2016,76712,1,PETROL,MH-14,Manual,Sedan,567000
6375,Hyundai Creta,2018,100043,1,DIESEL,GJ-01,Automatic,SUV,1048000
6376,Hyundai Grand i10,2014,67879,1,PETROL,WB-08,Manual,HatchBack,313000
6377,Hyundai GRAND I10 NIOS,2021,96192,1,CNG,HR-12,Manual,HatchBack,609000
6378,Ford Ecosport,2018,49360,1,PETROL,GJ-38,Automatic,SUV,842000
6379,Honda Amaze,2019,88392,1,DIESEL,MP-04,Manual,Sedan,412600
6380,KIA SELTOS,2022,12404,2,DIESEL,HR-06,Manual,SUV,1171000
6381,Maruti Baleno,2016,102753,2,PETROL,,Manual,HatchBack,618000
6382,Maruti Celerio,2014,27939,1,PETROL,MH-02,Automatic,HatchBack,376000
6383,Hyundai Creta,2018,25434,2,PETROL,KA-41,Manual,SUV,1022000
6384,Hyundai Xcent,2014,52927,1,PETROL,HR-26,Manual,Sedan,665000
6385,Hyundai Eon,2017,79683,1,PETROL,KA-19,Manual,HatchBack,330000
6386,Honda City,2017,62475,1,PETROL,TS-07,Manual,Sedan,699000
6387,Skoda Rapid,2017,36023,1,PETROL,GJ-06,Automatic,Sedan,793000
6388,Maruti S PRESSO,2021,10179,1,PETROL,GJ-01,Manual,HatchBack,471000
6389,Maruti Swift,2012,45386,1,PETROL,BR-09,Manual,HatchBack,313000
6390,Mahindra XUV500,2019,83508,2,DIESEL,WB-20,Manual,Lux_SUV,1198000
6391,Honda Amaze,2022,93309,1,PETROL,DL-11,Manual,Sedan,627000
6392,Maruti Swift Dzire,2015,89352,1,PETROL,HR-26,Manual,Sedan,406000
6393,Hyundai Grand i10,2016,85435,1,PETROL,WB-06,Manual,HatchBack,368000
6394,Maruti Baleno,2019,39959,1,PETROL,HR-29,Manual,HatchBack,524000
6395,Hyundai i20,2014,69716,2,PETROL,GJ-01,Manual,HatchBack,397000
6396,Hyundai Elite i20,2018,56417,1,PETROL,GJ-01,Manual,HatchBack,695000
6397,Toyota Etios,2017,45760,1,PETROL,WB-06,Manual,Sedan,439000
6398,Tata Bolt,2016,90084,2,CNG,GJ-05,Manual,HatchBack,382000
6399,Maruti New Wagon-R,2022,16752,1,CNG,KL-07,Manual,HatchBack,646000
6400,Maruti Dzire,2021,20904,2,PETROL,HR-26,Manual,Sedan,556000
6401,Renault Kwid,2021,25312,1,PETROL,GJ-03,Manual,HatchBack,403000
6402,Hyundai Elite i20,2018,91441,1,DIESEL,TS-28,Manual,HatchBack,757000
6403,Hyundai Grand i10,2016,19397,1,PETROL,MH-46,Manual,HatchBack,496000
6404,Maruti Swift,2014,6331,1,PETROL,DL-8C,Manual,HatchBack,402000
6405,Hyundai Elite i20,2018,49155,1,PETROL,GJ-06,Manual,HatchBack,645000
6406,KIA SONET,2021,25263,1,DIESEL,KA-03,Automatic,SUV,1516000
6407,Hyundai Elite i20,2016,59397,1,PETROL,DL-8C,Manual,HatchBack,558000
6408,Hyundai Grand i10,2018,57036,1,PETROL,TN-58,Automatic,HatchBack,568000
6409,Renault Kwid,2020,25023,1,PETROL,DL-9C,Manual,HatchBack,378000
6410,Maruti Wagon R 1.0,2018,37824,2,CNG,MH-01,Manual,HatchBack,416000
6411,Maruti New Wagon-R,2021,35887,1,PETROL,HR-98,Manual,HatchBack,525000
6412,Maruti New Wagon-R,2019,67492,1,PETROL,PB-27,Manual,HatchBack,500000
6413,Maruti Dzire,2017,15295,1,DIESEL,TN-02,Manual,Sedan,773000
6414,Maruti Swift,2018,40098,1,PETROL,MP-04,Automatic,HatchBack,600000
6415,Hyundai Elite i20,2015,102887,1,PETROL,,Manual,HatchBack,601000
6416,Renault Kwid,2018,18925,3,PETROL,TN-06,Manual,HatchBack,336000
6417,Hyundai i10,2016,84566,1,PETROL,GJ-01,Manual,HatchBack,365000
6418,Hyundai Grand i10,2015,51618,1,PETROL,KA-53,Manual,HatchBack,521000
6419,Hyundai Grand i10,2016,86978,1,DIESEL,GJ-01,Manual,HatchBack,400000
6420,Renault Kwid,2019,9550,1,PETROL,DL-14,Manual,HatchBack,370000
6421,Datsun Go,2018,21714,1,PETROL,GJ-05,Manual,HatchBack,316000
6422,Honda City,2013,35073,1,PETROL,MH-04,Manual,Sedan,451000
6423,Hyundai Creta,2022,19131,1,PETROL,GJ-01,Manual,SUV,1126000
6424,Nissan Micra Active,2013,97818,1,PETROL,MH-14,Manual,HatchBack,275000
